papel,cotacao,p_l,p_vp,psr,dividend_yield,p_ativo,p_cap_giro,p_ebit,p_ativo_circulante_liq,ev_ebit,ev_ebitda,margem_ebit,margem_liquida,liquidez_corrente,roic,roe,liquidez_2meses,patrimonio_liquido,div_bruta_patrimonio,crescimento_receita_5a,score
VIVT4,45.34,25.89,2.17,2.608,0.0,1.168,-153.97,17.61,-4.53,19.08,6.98,14.81,10.09,0.96,7.71,8.39,0.0,68076000000.0,0.3,7.45,-899.68
CEGR3,96.72,46.03,15.0,4.974,0.57,5.242,-152.55,26.01,-14.04,26.66,22.97,19.12,10.81,0.89,26.09,32.59,707.95,1674010000.0,0.72,11.54,-905.76
CPFE3,40.59,8.77,2.1,1.085,6.88,0.594,-187.8,4.23,-1.23,6.42,5.44,25.65,13.04,0.99,15.61,23.97,60224300.0,22249300000.0,1.27,6.17,-1093.95
BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,15.24,1.31,0.96,3.93,0.4,0.0,1077600000.0,0.2,20.67,-1170.36
CPRE3,18.23,9.29,2.11,2.997,0.0,0.995,-207.33,5.25,-2.72,5.26,4.2,57.08,32.87,0.97,21.08,22.74,0.0,5125330000.0,0.19,8.21,-1221.7
LCSA4,35.09,-337.52,-228.0,79.738,0.0,0.125308,-202.27,-505.8,-96.61,-506.56,-506.56,15.77,23.63,0.29,28.74,67.55,0.0,-377568000.0,-0.35,6354.07,-1231.61
PCAR5,67.12,-17.18,11.91,1.735,0.0,1.699,-247.43,21.61,-3.01,23.17,13.15,8.03,10.08,0.98,10.54,69.32,0.0,2764000000.0,1.65,22.98,-1495.01
PRVI3,10.54,-11.74,1.61,0.919,0.0,0.565,-250.86,9.71,-1.48,9.87,6.39,9.46,7.83,0.99,6.15,13.71,0.0,525170000.0,0.1,16.19,-1498.71
PCAR4,72.11,-18.45,12.79,1.864,0.0,1.825,-265.82,23.21,-3.23,24.78,14.06,8.03,10.08,0.98,10.54,69.32,0.0,2764000000.0,1.65,22.98,-1611.42
EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,8.53,1.03,0.99,6.03,2.68,0.0,10782200000.0,0.39,22.1,-3016.43
EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,8.53,1.03,0.99,6.03,2.68,0.0,10782200000.0,0.39,22.1,-3081.06
RHDS4,1.0,363.45,29.5,4.977,0.0,7.182,-593.56,68.11,-24.55,71.32,53.72,7.31,1.17,0.97,11.8,8.12,0.0,272045000.0,1.49,4.38,-3681.27
CASN3,10.45,36.21,5.03,5.832,0.46,2.189,-1749.26,18.88,-5.5,22.07,16.51,30.89,16.11,0.99,12.52,13.89,0.0,2390080000.0,0.98,16.03,-10880.13
BBTG12,3.15,0.0,26598.6,0.0,0.0,0.753502,-265986.0,-139.55,-265986.0,-139.55,-139.55,0.0,0.0,1.0,539.94,0.0,0.0,10000.0,0.0,0.0,-1662395.83
